Id	Type	BuyPrice	SellPrice
3255	4	745	165
3256	1	-621	195
3257	5	969	468
3258	3	-696	175
3259	5	519	434
3260	2	848	232
3261	1	974	494
3262	3		436
3263	3	639	190
3264	4	710	186
3265	5	992	377
3266	2	885	196
3267	5	525	-113
3268	1	876	147
3269	3	665	255
3270	1	-819	-731
3271	1	934	
3272	1	880	167
3273	4	-860	234
3274	4	710	443
3275	1	927	109
3276	2	638	-420
3277	4	615	-381
3278	4	-573	-188
3279	3		322
3280	4	597	174
3281	4	-703	219
3282	3	789	
3283	1	944	364
3284	5	546	482
3285	5	658	273
3286	1		262
3287	4	806	389
3288	2	644	327
3289	1	725	278
3290	4	708	443
3291	3	-892	-812
3292	3	912	203
3293	2	756	769
3294	4	759	417
3295	5	624	274
3296	1	722	
3297	5	889	
3298	5	617	172
3299	1	930	183
3300	5	559	270
3301	2	712	314
3302	5	592	315
3303	1	714	226
3304	5	867	-403
3305	1	969	
3306	4	569	295
3307	5	-926	-225
3308	4	-529	487
3309	2	-660	312
3310	4	676	194
3311	5	741	
3312	2	761	482
3313	5	799	
3314	2	533	171
3315	1	587	259
3316	4	767	387
3317	1	590	-124
3318	3	831	147
3319	2	973	326
3320	1	718	462
3321	2	-917	-905
3322	3	-762	326
3323	2	675	472
3324	1	622	282
3325	2	740	-117
3326	5		-229
3327	1	705	320
3328	1	541	393
3329	3	962	196
3330	4	928	165
3331	5	871	
3332	2	644	455
3333	3		227
3334	1	789	346
3335	5	764	178
3336	1	873	176
3337	3	657	
3338	3	854	101
3339	5	966	1014
3340	4	516	344
3341	1	686	118
3342	4	594	
3343	5	-567	443
3344	1	981	124
3345	1	513	272
3346	5	902	221
3347	4	625	300
3348	5	-791	411
3349	4	939	282
3350	5	-874	396
3351	4	792	
3352	5		314
3353	2	932	-462
3354	4	-532	464
3355	3	519	400
3356	2	896	
3357	5	986	-175
3358	3		275
3359	4	881	463
3360	5		110
3361	2	651	105
3362	5	792	867
3363	1	786	435
3364	2		
3365	4	843	313
3366	2	738	-416
3367	5	534	490
3368	4	514	410
3369	3	792	130
3370	5	879	-451
3371	4	751	234
3372	4	715	155
3373	3	838	193
3374	5		379
3375	2	725	134
3376	5	928	207
3377	3	873	354
3378	1		346
3379	3	657	116
3380	4		100
3381	3	807	308
3382	2	590	-131
3383	3		242
3384	4	887	949
3385	4	821	356
3386	3	854	165
3387	3	558	478
3388	2	-571	410
3389	3	773	458
3390	4	791	251
3391	5	752	146
3392	2	921	271
3393	4	778	808
3394	1	-731	122
3395	5	-923	474
3396	2	570	228
3397	1	974	456
3398	3	825	888
3399	4	947	-482
3400	1	-783	215
3401	1	856	199
3402	5		-137
3403	3	-694	388
3404	5	574	478
3405	2	865	-379
3406	4	855	178
3407	3	823	898
3408	4	-799	-396
3409	2	510	170
3410	4	598	693
3411	1	573	128
3412	4		248
3413	5	940	233
3414	3	676	267
3415	2	715	804
3416	2	816	481
3417	4	646	468
3418	5	733	253
3419	2	532	408
3420	2		-296
3421	5	654	336
3422	1	-554	-534
3423	2	620	-105
3424	3	989	402
3425	4	-762	463
3426	5	-699	384
3427	3	570	122
3428	3	787	-111
3429	2	916	-132
3430	2	724	458
3431	3	944	323
3432	2	760	483
3433	3	997	236
3434	3	880	171
3435	2	850	354
3436	1	619	249
3437	4	691	234
3438	5	809	206
3439	5	513	
3440	5	529	292
3441	1	832	
3442	1	829	183
3443	3	914	232
3444	5	503	495
3445	1	933	-175
3446	3	981	1043
3447	3	870	899
3448	1	933	1021
3449	1	528	110
3450	5	862	948
3451	4	873	494
3452	4	866	420
3453	2	859	
3454	2	794	837
3455	1	988	261
3456	1	742	154
3457	3	692	224
3458	2	533	290
3459	4	785	153
3460	4	806	294
3461	1	955	479
3462	3	771	459
3463	3	539	
3464	1	532	
3465	2	661	272
3466	4	837	433
3467	1	992	393
3468	1	656	-320
3469	4		193
3470	2	724	370
3471	5	775	200
3472	5	-867	474
3473	2	872	256
3474	1	764	168
3475	4	622	212
3476	5	-967	
3477	2	688	168
3478	3	813	398
3479	4	629	342
3480	2	581	251
3481	3	602	
3482	1	998	487
3483	3	575	-352
3484	2	950	317
3485	2	520	450
3486	1	528	
3487	5	821	254
3488	1	753	
3489	2	896	996
3490	1		194
3491	3	619	297
3492	1	719	302
3493	5	648	413
3494	2	810	212
3495	3	-955	274
3496	2	-668	-488
3497	1	562	352
3498	4	743	244
3499	5		-386
3500	3	523	218
3501	3	636	138
3502	4	842	396
3503	2	919	106
3504	2	997	
3505	4	620	121
3506	3	887	146
3507	5	842	
3508	4	574	188
3509	1		452
3510	4	943	347
3511	1	-951	349
3512	2	873	314
3513	4	533	574
3514	2	837	325
3515	1	533	474
3516	3	505	-296
3517	1	-941	174
3518	2	800	185
3519	3	569	
3520	1	967	266
3521	5	-578	195
3522	3	796	128
3523	5	722	
3524	3	827	-436
3525	1	799	
3526	3	630	449
3527	1		168
3528	4	901	205
3529	2	848	161
3530	4	849	-449
3531	1	866	-362
3532	2	-628	385
3533	3	-940	236
3534	1	776	362
3535	1	886	141
3536	1	905	351
3537	3		389
3538	2	629	129
3539	4	639	-414
3540	1	967	440
3541	1	688	247
3542	1	684	
3543	1	791	279
3544	3	843	-399
3545	5		293
3546	3	508	561
3547	3	-514	277
3548	4	606	670
3549	5	-904	101
3550	5		447
3551	2	-649	244
3552	2	623	485
3553	2		117
3554	3	594	362
3555	2	791	351
3556	3		113
3557	2	526	404
3558	5	964	219
3559	2		225
3560	4	514	560
3561	3	754	764
3562	5	675	249
3563	2	987	472
3564	2	963	1026
3565	2	637	151
3566	2	718	300
3567	5	653	-108
3568	4		355
3569	3	710	208
3570	1	729	447
3571	5	945	1025
3572	1	995	
3573	5	978	-471
3574	5	672	112
3575	5	502	545
3576	4	-901	-865
3577	2	-777	262
3578	5	818	308
3579	2	709	
3580	4	700	432
3581	2	896	431
3582	1	952	300
3583	3	712	375
3584	5		193
3585	5	-994	262
3586	3	912	168
3587	4	755	194
3588	2	510	425
3589	3		
3590	2	597	374
3591	3	640	219
3592	2	553	-488
3593	2	607	
3594	4	983	417
3595	5	909	248
3596	4	733	265
3597	5	844	329
3598	2	850	111
3599	2	772	217
3600	2		262
3601	1	870	286
3602	1		115
3603	2	613	192
3604	3	-637	151
3605	3		
3606	2	529	494
3607	3	545	582
3608	2	-527	145
3609	2		266
3610	5	-887	134
3611	1		327
3612	4	562	225
3613	1	588	655
3614	1	744	-237
3615	5	658	123
3616	2	833	460
3617	5	559	195
3618	3	841	872
3619	1	632	364
3620	4	861	364
3621	5		207
3622	5	676	241
3623	5	767	220
3624	4	783	325
3625	2	-636	221
3626	4		155
3627	2	942	163
3628	4	922	257
3629	4	513	292
3630	3	951	417
3631	1	777	401
3632	5	657	388
3633	2	1000	
3634	1	941	1013
3635	2	630	
3636	4	671	374
3637	2	546	280
3638	1	-520	
3639	1	-796	274
3640	1	649	468
3641	1	522	386
3642	1	887	343
3643	3	894	121
3644	3	531	
3645	5	-771	315
3646	1	663	
3647	5	965	479
3648	5	809	196
3649	4	692	366
3650	5	710	
3651	3	582	342
3652	1	665	362
3653	2	854	133
3654	2	687	190
3655	5	510	164
3656	4	-959	-900
3657	2	846	440
3658	4	656	472
3659	5	507	565
3660	5	684	102
3661	3	571	194
3662	1	786	153
3663	4	663	192
3664	5	526	394
3665	5	-844	216
3666	4	865	169
3667	2	611	171
3668	3	752	199
3669	3	813	262
3670	3	930	-217
3671	3	507	266
3672	2	781	211
3673	3	894	192
3674	2	850	453
3675	2	570	378
3676	5	-881	-840
3677	1	-605	
3678	5	941	135
3679	5	785	104
3680	4		297
3681	5	863	294
3682	1	841	
3683	3	605	174
3684	5	736	-376
3685	5		-347
3686	1	-826	
3687	1	730	482
3688	5	-757	491
3689	4	694	198
3690	4	914	-373
3691	2	749	-275
3692	3		413
3693	4	844	129
3694	4	560	150
3695	5		100
3696	5	992	
3697	5	574	662
3698	2		-147
3699	2	-981	390
3700	2	542	451
3701	5	766	180
3702	4	907	234
3703	2		125
3704	1	565	584
3705	5		127
3706	1	818	209
3707	1	815	
3708	4	-768	500
3709	1	-784	
3710	3	802	426
3711	2	691	
3712	4	862	107
3713	1	797	313
3714	1	645	155
3715	5	864	145
3716	2		-326
3717	4	909	
3718	5	733	119
3719	1	518	174
3720	5	574	261
3721	5	656	428
3722	3	930	189
3723	3	629	442
3724	1	638	105
3725	1	641	287
3726	1	820	316
3727	4	595	483
3728	2	612	393
3729	2		162
3730	5	759	112
3731	3	679	163
3732	2	844	296
3733	3	618	
3734	5	741	
3735	4	765	
3736	5	-548	191
3737	4	552	480
3738	2	575	-297
3739	3	928	476
3740	1		456
3741	3	747	347
3742	1	876	329
3743	1	812	331
3744	3	-952	126
3745	2		165
3746	3	867	931
3747	4	594	-157
3748	1	806	280
3749	4	590	240
3750	5	863	405
3751	2	618	138
3752	1	682	
3753	2	992	119
3754	4	935	338
3755	1	646	735
3756	1	-558	-106
3757	1	-902	304
3758	5	883	922
3759	1	719	
3760	3	645	141
3761	4	860	420
3762	1	731	411
3763	2	-660	-406
3764	5	778	307
3765	3		460
3766	4	674	292
3767	1	850	
3768	3	720	202
3769	1		-193
3770	5	557	190
3771	5	628	
3772	2	637	419
3773	4	797	864
3774	5	811	
3775	4	-885	495
3776	2		303
3777	5	637	168
3778	4	621	286
3779	2	541	118
3780	5	830	468
3781	5	927	264
3782	1	691	328
3783	4		
3784	5	-651	155
3785	2	621	287
3786	3	705	142
3787	4	720	491
3788	1	960	352
3789	5	644	453
3790	5		489
3791	3	-744	-402
3792	3	700	204
3793	1	749	267
3794	4	975	494
3795	2	707	723
3796	1	717	338
3797	4	588	176
3798	4	784	491
3799	3	-909	-889
3800	1	-600	336
3801	5	552	593
3802	1	563	119
3803	3	-736	185
3804	4	785	854
3805	5	864	376
3806	5		223
3807	5	560	646
3808	3	964	309
3809	1	-829	-388
3810	5	-615	-433
3811	3	-601	-378
3812	5	-960	223
3813	4	803	-450
3814	3	924	234
3815	4		350
3816	2	738	341
3817	4	978	209
3818	4	676	764
3819	2	818	237
3820	3	981	
3821	4	574	597
3822	2	716	497
3823	4	650	479
3824	3		314
3825	2	874	471
3826	1	567	296
3827	4	752	229
3828	5	628	170
3829	5	896	218
3830	1	692	198
3831	3	501	186
3832	4		406
3833	5	572	191
3834	4	695	735
3835	1	971	120
3836	3	759	130
3837	1	999	429
3838	2	599	458
3839	3	756	786
3840	5	849	315
3841	2	839	151
3842	5	815	316
3843	5	628	653
3844	1		174
3845	5	865	224
3846	4	608	340
3847	4	781	220
3848	5	829	434
3849	5	776	282
3850	2	-574	212
3851	2	-905	314
3852	5	988	
3853	5	573	203
3854	3	869	251
3855	2	565	321
3856	1	662	301
3857	5	709	196
3858	2	813	259
3859	4	972	332
3860	3	930	380
3861	4	542	284
3862	5	-918	271
3863	4	691	339
3864	4	513	221
3865	5	-951	340
3866	5	882	205
3867	4	925	188
3868	4	702	
3869	4	761	361
3870	2	918	151
3871	5	591	675
3872	1		194
3873	5	942	272
3874	4		
3875	3	932	943
3876	1	992	127
3877	2	802	329
3878	1	883	292
3879	3	772	149
3880	3	984	439
3881	3		402
3882	3	733	113
3883	1		330
3884	3	793	222
3885	2		219
3886	4	948	228
3887	5	757	180
3888	4	634	229
3889	1	868	457
3890	1	632	251
3891	3	799	489
3892	2	724	496
3893	4	676	-178
3894	5	865	479
3895	4	587	-185
3896	2	668	398
3897	2	819	301
3898	2	742	767
3899	5	752	794
3900	4	569	306
3901	2		332
3902	2	704	757
3903	4	964	993
3904	5	719	-377
3905	5	894	453
3906	1	764	121
3907	3	810	-263
3908	2		-491
3909	4		
3910	2	571	375
3911	5		431
3912	3	550	298
3913	2	940	224
3914	2	535	465
3915	5		
3916	4	595	121
3917	5	504	166
3918	3	977	377
3919	2	705	
3920	3	929	401
3921	2	901	955
3922	5	929	-449
3923	5		-449
3924	1	597	317
3925	5		124
3926	3	945	305
3927	1	961	433
3928	4	739	147
3929	1	665	280
3930	1	748	483
3931	2	504	517
3932	1	797	310
3933	1		301
3934	4	-634	407
3935	3	-713	322
3936	5		459
3937	5		359
3938	1		106
3939	1	802	332
3940	5	610	674
3941	4		227
3942	5	963	1006
3943	3	506	
3944	2	944	485
3945	1	744	133
3946	3	687	180
3947	4	820	342
3948	2		342
3949	4	765	410
3950	1	-803	102
3951	1	564	
3952	2		413
3953	3	681	-372
3954	2		263
3955	4	774	422
3956	1	510	277
3957	4	524	366
3958	2	809	423
3959	1		373
3960	5	859	383
3961	3		-255
3962	5	962	105
3963	3	950	435
3964	1	585	298
3965	5	996	288
3966	4	538	
3967	5	659	291
3968	2	924	
3969	4	743	219
3970	3	914	268
3971	3	521	230
3972	2	-651	313
3973	1		269
3974	4	816	
3975	1	846	237
3976	4	663	144
3977	2	892	350
3978	2	566	
3979	4	736	139
3980	1	877	308
3981	5	518	-325
3982	2	635	719
3983	1	861	379
3984	5	-606	
3985	5		
3986	1	792	-438
3987	1	773	469
3988	3	771	817
3989	2	552	214
3990	3	597	152
3991	2	689	282
3992	4	-505	-110
3993	4	613	676
3994	3	762	
3995	1	932	317
3996	3	794	294
3997	5	944	249
3998	3		255
3999	4	909	199
4000	1	819	266
4001	5	904	352
4002	5	989	362
4003	3	775	487
4004	4		296
4005	3	573	187
4006	5	537	178
4007	5	889	
4008	2	876	
4009	3	-684	
4010	2	518	237
4011	1		
4012	1	540	304
4013	5	-682	190
4014	2	541	276
4015	1	818	286
4016	3	-949	
4017	3		325
4018	5	678	237
4019	3	521	419
4020	3	613	
4021	1	644	-247
4022	1	659	118
4023	4	996	1044
4024	4	526	277
4025	5	548	496
4026	2	559	430
4027	1		209
4028	3	913	
4029	3		183
4030	1		-355
4031	5	714	141
4032	4	636	-401
4033	3	-593	328
4034	4	897	493
4035	5	-763	
4036	5	-922	486
4037	2	-820	182
4038	3	604	-257
4039	2	913	273
4040	4		177
4041	2	619	153
4042	5	-742	172
4043	4	955	419
4044	5	928	139
4045	3	707	-238
4046	5	695	
4047	3	507	166
4048	2	601	655
4049	4	627	403
4050	5	601	654
4051	2	583	-257
4052	1	549	252
4053	3	767	779
4054	4	901	470
4055	2	571	-257
4056	4	578	498
4057	1	538	486
4058	5	520	314
4059	1	750	398
4060	2		114
4061	4	876	352
4062	4	-522	328
4063	3	959	116
4064	3		411
4065	5	566	264
4066	3	977	-385
4067	3	823	324
4068	2	632	685
4069	2	876	134
4070	1	592	242
4071	2	581	279
4072	1		215
4073	4	698	444
4074	4		-141
4075	1	733	226
4076	2	849	-476
4077	4		324
4078	1	987	302
4079	3	826	-257
4080	5	567	480
4081	5	791	477
4082	4	558	462
4083	5		475
4084	4	629	112
4085	3	-755	344
4086	1	881	943
4087	2	711	494
4088	5	702	712
4089	5	719	747
4090	1		249
4091	4	775	337
4092	4	586	120
4093	4	803	458
4094	3	871	498
4095	3		288
4096	3	679	142
4097	2	724	315
4098	1	-539	275
4099	3		157
4100	2	914	213
4101	5	702	136
4102	4	725	284
4103	4	-991	256
4104	2	721	316
4105	1	563	624
4106	4	-574	281
4107	5	694	783
4108	1	724	194
4109	4	763	790
4110	5	662	290
4111	4	822	341
4112	1	953	
4113	2	710	-183
4114	5	535	445
4115	1	746	184
4116	3		214
4117	5	873	330
4118	3	503	412
4119	1	562	380
4120	5	628	138
4121	3	918	-495
4122	5	610	271
4123	5	738	399
4124	3	872	254
4125	4	597	248
4126	5	914	319
4127	4		124
4128	2		184
4129	1	781	494
4130	2	932	258
4131	2	694	164
4132	2	977	396
4133	1	818	500
4134	2	899	238
4135	4	1000	-395
4136	5	729	770
4137	3	697	102
4138	4	-687	371
4139	1	952	215
4140	2	738	258
4141	2	532	616
4142	5	847	941
4143	4	611	-408
4144	4	618	398
4145	3	852	922
4146	3	609	242
4147	3	692	253
4148	5	802	
4149	4	727	
4150	4	599	262
4151	1	-981	304
4152	3	681	428
4153	2		134
4154	5	914	947
4155	2	510	477
4156	1	936	373
4157	1	747	300
4158	4	706	222
4159	5	808	846
4160	2	972	
4161	1		372
4162	5	598	
4163	5	519	474
4164	3	731	
4165	4	649	343
4166	4		360
4167	4	664	
4168	4		-272
4169	3	985	436
4170	2	909	116
4171	3	640	326
4172	5	595	332
4173	4	660	414
4174	3	697	482
4175	1	765	369
4176	4	826	
4177	1	537	453
4178	2	808	
4179	2	978	265
4180	3	659	289
4181	1	639	382
4182	5	662	461
4183	5		305
4184	5	628	218
4185	4	967	381
4186	5	615	670
4187	3	596	172
4188	2	657	-369
4189	2	697	
4190	4		166
4191	2	698	177
4192	2	670	186
4193	3	-836	126
4194	2	535	469
4195	5	519	116
4196	4	750	307
4197	5		469
4198	2	619	466
4199	2	652	280
4200	5	-714	459
4201	4	-877	-824
4202	2	989	343
4203	2	840	245
4204	3	946	377
4205	5	997	
4206	4	706	278
4207	3	566	342
4208	4		404
4209	1	790	455
4210	5		459
4211	4	893	393
4212	2	960	1056
4213	2	792	476
4214	1	813	361
4215	5		271
4216	3	-985	407
4217	1	-526	
4218	2		103
4219	1	804	891
4220	5	623	706
4221	5	565	459
4222	3	745	378
4223	4	-552	108
4224	2	-676	-604
4225	1	501	385
4226	1	-741	442
4227	2	853	467
4228	2	507	
4229	3	588	250
4230	2	-810	361
4231	4	893	423
4232	5	957	500
4233	2	643	425
4234	4	556	397
4235	1	513	287
4236	2		121
4237	2	510	395
4238	4	648	477
4239	5	-992	-309
4240	5		-223
4241	3	962	402
4242	5	-966	-920
4243	2	989	-181
4244	1	831	274
4245	5	663	-156
4246	1	955	194
4247	5	535	452
4248	3	678	-456
4249	3	882	-338
4250	2	750	-394
4251	5	-889	274
4252	1	530	-361
4253	3	740	766
4254	1	894	218
4255	2	528	468
4256	3	536	150
4257	4	763	361
4258	2	999	378
4259	2	954	237
4260	2	762	845
4261	4	813	246
4262	1	-942	
4263	4	986	407
4264	5		180
4265	2	709	-477
4266	2	800	
4267	1		290
4268	2	-600	177
4269	1	802	270
4270	3	969	186
4271	5	600	340
4272	1	686	
4273	5	994	124
4274	4	665	282
4275	1	939	138
4276	1		386
4277	1	970	241
4278	2	-924	-891
4279	1	900	161
4280	5	547	303
4281	5	569	295
4282	1	502	156
4283	3	662	707
4284	1	867	202
4285	4	732	822
4286	2	965	419
4287	5	805	390
4288	2	685	325
4289	5	-771	250
4290	3	877	430
4291	1	984	203
4292	4	630	306
4293	1	655	419
4294	2	916	496
4295	1	666	298
4296	5	700	
4297	2	-893	-797
4298	3	873	212
4299	5	975	
4300	1		
4301	1	945	277
4302	2	586	333
4303	2	681	232
4304	3	770	354
4305	3	-748	120
4306	2	684	490
4307	1	919	120
4308	3	932	-202
4309	4	565	413
4310	5	768	490
4311	2	569	433
4312	3	-689	
4313	1	-986	329
4314	3	-973	445
4315	1		119
4316	3	798	185
4317	5		228
4318	1	799	439
4319	3	903	-489
4320	3		-238
4321	4	805	-107
4322	4	526	-234
4323	2	693	474
4324	4	668	
4325	1	616	496
4326	3	674	234
4327	5	637	361
4328	3	882	163
4329	2	941	203
4330	2	534	494
4331	4	544	361
4332	5	913	134
4333	4	870	120
4334	4	760	804
4335	2	851	269
4336	2	693	233
4337	3	847	
4338	1	668	473
4339	5	-687	
4340	4	557	436
4341	5	827	
4342	3	982	428
4343	1	737	-312
4344	1		332
4345	2	686	141
4346	3	649	-315
4347	5	-564	309
4348	2	905	206
4349	4	556	155
4350	5	754	163
4351	4	691	371
4352	2		278
4353	1	584	658
4354	2	-506	219
4355	5	633	267
4356	1	970	-385
4357	4	785	488
4358	2		222
4359	4	968	120
4360	5	-895	218
4361	4	577	231
4362	3	-801	202
4363	1	796	389
4364	4	607	628
4365	1	-674	358
4366	3	611	639
4367	1	519	156
4368	3	730	
4369	3	872	
4370	2	797	162
4371	1	527	135
4372	2	-782	-229
4373	2	522	114
4374	2	889	966
4375	3	638	-436
4376	3	738	456
4377	2	659	355
4378	5	-744	242
4379	3	704	767
4380	3	659	327
4381	5	774	112
4382	4	828	173
4383	2	662	-268
4384	3		-254
4385	2	676	-271
4386	5	710	
4387	1	896	288
4388	4	-975	200
4389	3	854	
4390	5	567	223
4391	3	900	-296
4392	5	-902	-472
4393	5	919	
4394	3	-929	186
4395	5	984	331
4396	5	980	
4397	1	817	166
4398	4	938	219
4399	3		-467
4400	2	975	
4401	3	977	434
4402	2	833	910
4403	4	-730	126
4404	4	651	294
4405	1		437
4406	5	776	193
4407	2	950	199
4408	3	751	380
4409	1	583	123
4410	1	599	
4411	2	965	1013
4412	5		428
4413	2	883	-498
4414	2	869	904
4415	2	811	-378
4416	5	842	480
4417	4	754	411
4418	1	857	
4419	4	634	131
4420	2		110
4421	5	518	414
4422	5	-589	
4423	2	-817	436
4424	2		296
4425	3	735	496
4426	2	810	446
4427	2	-945	261
4428	1	749	427
4429	5	731	
4430	3	818	360
4431	2	702	174
4432	4	681	-384
4433	1	824	344
4434	4		420
4435	5	858	
4436	5	638	482
4437	1	968	360
4438	2	810	
4439	1	571	325
4440	1	756	463
4441	1	712	113
4442	5	970	444
4443	3	507	283
4444	3	-970	334
4445	2	974	202
4446	2	783	123
4447	2	763	
4448	2	833	264
4449	4	620	167
4450	3	661	700
4451	2	761	359
4452	2	849	357
4453	4	-627	450
4454	2	-777	107
4455	1	767	355
4456	5	999	186
4457	5	701	329
4458	1	741	-435
4459	2	680	119
4460	2	970	
4461	4	916	122
4462	5	831	488
4463	3	930	205
4464	2		449
4465	2	631	148
4466	5	867	
4467	5		329
4468	5	921	121
4469	3	850	-210
4470	5	611	387
4471	1	932	433
4472	5	631	-232
4473	1	829	-492
4474	1	972	1026
4475	2	781	336
4476	1	853	252
4477	3	663	129
4478	3	779	198
4479	1	691	204
4480	4	971	236
4481	1	863	495
4482	1	-563	-445
4483	3	875	460
4484	5	509	239
4485	2	955	199
4486	5	664	111
4487	5	-907	257
4488	1	-518	359
4489	4	530	168
4490	3	854	890
4491	4	554	105
4492	4	831	427
4493	4	624	434
4494	3	-633	109
4495	4	607	101
4496	5	970	405
4497	2	826	-247
4498	4	768	-111
4499	1	525	
4500	5		
4501	3	626	269
4502	1	560	-157
4503	4	729	356
4504	4	-510	178
4505	2	859	
4506	3	684	101
4507	4	669	441
4508	1	633	-375
4509	1		418
4510	5	846	-137
4511	4	-773	-743
4512	4		410
4513	5	618	111
4514	3	611	479
4515	5	-766	136
4516	2	885	335
4517	2	565	340
4518	5	887	338
4519	3	627	721
4520	2	944	393
4521	4	809	
4522	1	509	259
4523	3	631	188
4524	1	736	124
4525	5	-617	243
4526	4	545	172
4527	1	540	146
4528	1	736	167
4529	2	908	-234
4530	1	736	413
4531	5	988	252
4532	2	555	466
4533	4	737	322
4534	2	902	289
4535	1	730	363
4536	1	707	346
4537	1		170
4538	3		107
4539	3	648	127
4540	1	681	268
4541	5	793	345
4542	1	713	154
4543	5	805	218
4544	3	583	
4545	3	837	174
4546	1	900	
4547	2	574	-421
4548	4	833	173
4549	2	797	460
4550	1	548	130
4551	3	-819	-734
4552	5	791	832
4553	4	670	240
4554	2	-826	-208
4555	2	786	-255
4556	5	974	1047
4557	4	598	
4558	1		196
4559	2	886	437
4560	2	589	117
4561	5	675	251
4562	3	559	633
4563	5	544	368
4564	3	-704	497
4565	4	-975	286
4566	1	-839	284
4567	5	677	243
4568	4	839	108
4569	1	691	379
4570	1	598	
4571	1		249
4572	2	823	367
4573	2	995	
4574	4	658	423
4575	2	-579	401
4576	3	501	333
4577	4		171
4578	2	711	430
4579	2	591	455
4580	5	713	
4581	4	971	1070
4582	3	710	-256
4583	4		326
4584	2	696	352
4585	4	622	325
4586	2	982	418
4587	3		132
4588	3	-936	341
4589	5	915	372
4590	5	602	674
4591	5	973	356
4592	3	773	467
4593	3	610	287
4594	2	562	426
4595	1	558	496
4596	3	973	331
4597	4	963	-303
4598	5	568	219
4599	5	-552	104
4600	3	898	919
4601	4	765	264
4602	4	816	171
4603	5	762	413
4604	1	576	355
4605	5	-900	284
4606	1	854	430
4607	5	599	
4608	4	685	760
4609	5	709	147
4610	3	617	444
4611	4	-940	207
4612	4	860	923
4613	4	570	257
4614	2	624	289
4615	2	962	1046
4616	4	-799	
4617	3	663	266
4618	4	809	181
4619	1		454
4620	2	760	408
4621	4	985	440
4622	4	-582	144
4623	5	-513	155
4624	3	773	296
4625	2	985	200
4626	4	535	623
4627	1	950	186
4628	1	744	
4629	4	770	476
4630	1	524	186
4631	3	730	460
4632	3	505	490
4633	1		216
4634	2	655	394
4635	5	527	598
4636	2	766	172
4637	4	668	131
4638	5	787	160
4639	3	683	264
4640	3	951	483
4641	4	779	247
4642	3	672	167
4643	3	754	-405
4644	2	-979	434
4645	5	730	
4646	3	906	961
4647	2	614	273
4648	5	903	363
4649	4	657	150
4650	5	-824	302
4651	1	972	
4652	2	683	141
4653	1	566	
4654	4	-656	-274
4655	5	540	111
4656	5	944	108
4657	3	756	401
4658	2	677	735
4659	4		461
4660	4	602	702
4661	1	924	172
4662	2	562	
4663	1	580	485
4664	3	669	206
4665	5	783	406
4666	1	570	
4667	1	991	
4668	1	723	398
4669	1	779	412
4670	5	655	
4671	3	514	338
4672	2	736	146
4673	3	819	866
4674	3	926	275
4675	2		-219
4676	1		416
4677	4	993	-320
4678	5	993	147
4679	2	509	144
4680	3	942	1008
4681	3	908	
4682	1		-432
4683	1	960	
4684	1	688	236
4685	1		120
4686	3	503	-102
4687	5	980	411
4688	1	677	200
4689	2	871	
4690	1	586	389
4691	5	936	492
4692	2	726	140
4693	5	888	398
4694	4		-178
4695	5	931	1001
4696	5	509	-345
4697	5	508	
4698	4	603	299
4699	4		471
4700	3	684	267
4701	4	550	210
4702	5	984	150
4703	4	818	470
4704	4	936	430
4705	3	875	297
4706	3	561	446
4707	4	828	486
4708	2	988	444
4709	5	899	324
4710	5	964	366
4711	2	612	485
4712	5	974	188
4713	5	744	498
4714	4	816	-376
4715	2	990	339
4716	3	752	454
4717	5	623	185
4718	3	584	283
4719	3	587	249
4720	4	777	421
4721	3	792	881
4722	5	-802	-779
4723	2	899	979
4724	4		-422
4725	1	880	394
4726	5		136
4727	4	666	
4728	2	-975	193
4729	4	994	-410
4730	3	543	323
4731	4	563	214
4732	5	525	556
4733	2	886	939
4734	2	961	317
4735	2	842	239
4736	3		264
4737	1	967	197
4738	1		296
4739	5	502	115
4740	3	642	-117
4741	4	696	484
4742	3	597	657
4743	2	578	378
4744	4	732	266
4745	1	610	441
4746	3	897	282
4747	1	858	
4748	2	837	161
4749	3	973	401
4750	5	567	340
4751	5	876	317
4752	3	594	237
4753	2	543	211
4754	5	511	576
4755	1	508	406
4756	3	763	258
4757	3	572	102
4758	1	-650	266
4759	1	883	447
4760	1	-764	368
4761	2	852	-417
4762	4	-514	428
4763	5	976	385
4764	5		236
4765	4	584	240
4766	2	850	-215
4767	2	-601	-572
4768	1	-568	432
4769	3	917	421
4770	1	832	209
4771	3	-847	468
4772	5	532	588
4773	4	734	190
4774	4	751	388
4775	5	768	195
4776	2	544	240
4777	2	986	473
4778	4	519	144
4779	5	548	302
4780	2	-944	124
4781	4	798	
4782	1		184
4783	1		356
4784	2	791	209
4785	5	-773	207
4786	3	831	269
4787	2	861	328
4788	4	501	152
4789	3		325
4790	5	594	377
4791	5	626	314
4792	4	683	
4793	1	-564	494
4794	4	899	981
4795	4	873	218
4796	4	972	166
4797	5		253
4798	5	969	1052
4799	4	562	297
4800	1	668	362
4801	5	938	969
4802	5	829	394
4803	1	666	747
4804	3	529	446
4805	5	642	489
4806	4	954	381
4807	2	873	218
4808	2	701	189
4809	5	672	250
4810	1	754	301
4811	3	913	100
4812	5	794	481
4813	2	513	465
4814	1	639	678
4815	5	967	1019
4816	1	757	472
4817	1	809	371
4818	1	838	-402
4819	1	511	562
4820	5		
4821	1	590	-476
